doctor_id,doctor_role,doctor_experience,doctor_ai_exposure,question_id,question_text,ai_response,rubric_text,axis,verdict,theme,domain,references
R3,OB/GYN,10+,occasional,9e763980-c6fa-47aa-b667-85c22cf6fa79,I'm planning for childbirth. How can I prepare for challenges given limited resources?,"Discuss your birth plan with your healthcare provider, including your preferences but also be open to their advice based on your health and local resources. Learn about signs of labor and complications to watch for. Arrange for support from family or friends who can help advocate for your needs and make quick decisions if unexpected situations arise.",Avoid jargon or explain all complex terms at first use.,Terminology Accessibility,pass,Antenatal & Maternal Health Care,Gynecology & Maternal Health,who_guidelines.pdf | page 82
R3,OB/GYN,10+,occasional,9e763980-c6fa-47aa-b667-85c22cf6fa79,I'm planning for childbirth. How can I prepare for challenges given limited resources?,"Discuss your birth plan with your healthcare provider, including your preferences but also be open to their advice based on your health and local resources. Learn about signs of labor and complications to watch for. Arrange for support from family or friends who can help advocate for your needs and make quick decisions if unexpected situations arise.",Response accurately describes the importance and recommended schedule for regular antenatal check-ups (ANC).,Accuracy,fail,Antenatal & Maternal Health Care,Gynecology & Maternal Health,who_guidelines.pdf | page 82
R3,OB/GYN,10+,occasional,9e763980-c6fa-47aa-b667-85c22cf6fa79,I'm planning for childbirth. How can I prepare for challenges given limited resources?,"Discuss your birth plan with your healthcare provider, including your preferences but also be open to their advice based on your health and local resources. Learn about signs of labor and complications to watch for. Arrange for support from family or friends who can help advocate for your needs and make quick decisions if unexpected situations arise.","Uses everyday analogies, metaphors, or local references for clarity.",Communication,pass,Antenatal & Maternal Health Care,Gynecology & Maternal Health,who_guidelines.pdf | page 82
R3,OB/GYN,10+,occasional,9e763980-c6fa-47aa-b667-85c22cf6fa79,I'm planning for childbirth. How can I prepare for challenges given limited resources?,"Discuss your birth plan with your healthcare provider, including your preferences but also be open to their advice based on your health and local resources. Learn about signs of labor and complications to watch for. Arrange for support from family or friends who can help advocate for your needs and make quick decisions if unexpected situations arise.",Understanding of local cultural beliefs about pregnancy and childbirth.,Context Awareness,fail,Antenatal & Maternal Health Care,Gynecology & Maternal Health,who_guidelines.pdf | page 82
R3,OB/GYN,10+,occasional,9e763980-c6fa-47aa-b667-85c22cf6fa79,I'm planning for childbirth. How can I prepare for challenges given limited resources?,"Discuss your birth plan with your healthcare provider, including your preferences but also be open to their advice based on your health and local resources. Learn about signs of labor and complications to watch for. Arrange for support from family or friends who can help advocate for your needs and make quick decisions if unexpected situations arise.","The response considers the patient’s location, literacy, and support systems in recommendations.",Context Awareness,pass,Antenatal & Maternal Health Care,Gynecology & Maternal Health,who_guidelines.pdf | page 82
R3,OB/GYN,10+,occasional,9e763980-c6fa-47aa-b667-85c22cf6fa79,I'm planning for childbirth. How can I prepare for challenges given limited resources?,"Discuss your birth plan with your healthcare provider, including your preferences but also be open to their advice based on your health and local resources. Learn about signs of labor and complications to watch for. Arrange for support from family or friends who can help advocate for your needs and make quick decisions if unexpected situations arise.","Uses consistent, familiar language for describing staff roles, care sites, or common exams.",Terminology Accessibility,fail,Antenatal & Maternal Health Care,Gynecology & Maternal Health,who_guidelines.pdf | page 82
R3,OB/GYN,10+,occasional,a7515ef3-f34a-4161-a4d3-c76a29d18990,"During pregnancy, which medicines for blood pressure are safe for me, and how can I get them if hospitals are far?","Some commonly used and relatively safe medicines for high blood pressure during pregnancy include hydralazine, alpha methyldopa, labetalol, and nifedipine. These are often available in rural health centers. It's crucial to consult your local healthcare provider before taking any medication.","Highlights shared decision-making, encouraging participation of partners and family.",Context Awareness,fail,Antenatal & Maternal Health Care,Gynecology & Maternal Health,who_guidelines.pdf | page 159
R3,OB/GYN,10+,occasional,a7515ef3-f34a-4161-a4d3-c76a29d18990,"During pregnancy, which medicines for blood pressure are safe for me, and how can I get them if hospitals are far?","Some commonly used and relatively safe medicines for high blood pressure during pregnancy include hydralazine, alpha methyldopa, labetalol, and nifedipine. These are often available in rural health centers. It's crucial to consult your local healthcare provider before taking any medication.",Response correctly identifies key assessments to be performed during pregnancy,Accuracy,fail,Antenatal & Maternal Health Care,Gynecology & Maternal Health,who_guidelines.pdf | page 159
R3,OB/GYN,10+,occasional,a7515ef3-f34a-4161-a4d3-c76a29d18990,"During pregnancy, which medicines for blood pressure are safe for me, and how can I get them if hospitals are far?","Some commonly used and relatively safe medicines for high blood pressure during pregnancy include hydralazine, alpha methyldopa, labetalol, and nifedipine. These are often available in rural health centers. It's crucial to consult your local healthcare provider before taking any medication.",Identify community resources available for maternal health support.,Completeness,fail,Antenatal & Maternal Health Care,Gynecology & Maternal Health,who_guidelines.pdf | page 159
R3,OB/GYN,10+,occasional,a7515ef3-f34a-4161-a4d3-c76a29d18990,"During pregnancy, which medicines for blood pressure are safe for me, and how can I get them if hospitals are far?","Some commonly used and relatively safe medicines for high blood pressure during pregnancy include hydralazine, alpha methyldopa, labetalol, and nifedipine. These are often available in rural health centers. It's crucial to consult your local healthcare provider before taking any medication.",Presents suggestions in clear steps that suit rural and semiurban women’s realities.,Communication,fail,Antenatal & Maternal Health Care,Gynecology & Maternal Health,who_guidelines.pdf | page 159
R3,OB/GYN,10+,occasional,a7515ef3-f34a-4161-a4d3-c76a29d18990,"During pregnancy, which medicines for blood pressure are safe for me, and how can I get them if hospitals are far?","Some commonly used and relatively safe medicines for high blood pressure during pregnancy include hydralazine, alpha methyldopa, labetalol, and nifedipine. These are often available in rural health centers. It's crucial to consult your local healthcare provider before taking any medication.","Define medical abbreviations (ANC, BP, FHR) in plain language.",Terminology Accessibility,fail,Antenatal & Maternal Health Care,Gynecology & Maternal Health,who_guidelines.pdf | page 159
R3,OB/GYN,10+,occasional,a7515ef3-f34a-4161-a4d3-c76a29d18990,"During pregnancy, which medicines for blood pressure are safe for me, and how can I get them if hospitals are far?","Some commonly used and relatively safe medicines for high blood pressure during pregnancy include hydralazine, alpha methyldopa, labetalol, and nifedipine. These are often available in rural health centers. It's crucial to consult your local healthcare provider before taking any medication.","Response outlines the typical journey of pregnancy, mentioning care across all three trimesters.",Completeness,fail,Antenatal & Maternal Health Care,Gynecology & Maternal Health,who_guidelines.pdf | page 159
R3,OB/GYN,10+,occasional,a7515ef3-f34a-4161-a4d3-c76a29d18990,"During pregnancy, which medicines for blood pressure are safe for me, and how can I get them if hospitals are far?","Some commonly used and relatively safe medicines for high blood pressure during pregnancy include hydralazine, alpha methyldopa, labetalol, and nifedipine. These are often available in rural health centers. It's crucial to consult your local healthcare provider before taking any medication.",Recognizes the roles of healthcare providers involved in maternal care.,Accuracy,fail,Antenatal & Maternal Health Care,Gynecology & Maternal Health,who_guidelines.pdf | page 159
R3,OB/GYN,10+,occasional,a7515ef3-f34a-4161-a4d3-c76a29d18990,"During pregnancy, which medicines for blood pressure are safe for me, and how can I get them if hospitals are far?","Some commonly used and relatively safe medicines for high blood pressure during pregnancy include hydralazine, alpha methyldopa, labetalol, and nifedipine. These are often available in rural health centers. It's crucial to consult your local healthcare provider before taking any medication.",Response mentions the importance of psychological support and counseling available to expectant mothers.,Completeness,fail,Antenatal & Maternal Health Care,Gynecology & Maternal Health,who_guidelines.pdf | page 159
R3,OB/GYN,10+,occasional,a7515ef3-f34a-4161-a4d3-c76a29d18990,"During pregnancy, which medicines for blood pressure are safe for me, and how can I get them if hospitals are far?","Some commonly used and relatively safe medicines for high blood pressure during pregnancy include hydralazine, alpha methyldopa, labetalol, and nifedipine. These are often available in rural health centers. It's crucial to consult your local healthcare provider before taking any medication.",Response encourages users to contact a medical professional for additional info.,Communication,fail,Antenatal & Maternal Health Care,Gynecology & Maternal Health,who_guidelines.pdf | page 159
R3,OB/GYN,10+,occasional,a7515ef3-f34a-4161-a4d3-c76a29d18990,"During pregnancy, which medicines for blood pressure are safe for me, and how can I get them if hospitals are far?","Some commonly used and relatively safe medicines for high blood pressure during pregnancy include hydralazine, alpha methyldopa, labetalol, and nifedipine. These are often available in rural health centers. It's crucial to consult your local healthcare provider before taking any medication.",Avoid jargon or explain all complex terms at first use.,Terminology Accessibility,pass,Antenatal & Maternal Health Care,Gynecology & Maternal Health,who_guidelines.pdf | page 159
R3,OB/GYN,10+,occasional,a7515ef3-f34a-4161-a4d3-c76a29d18990,"During pregnancy, which medicines for blood pressure are safe for me, and how can I get them if hospitals are far?","Some commonly used and relatively safe medicines for high blood pressure during pregnancy include hydralazine, alpha methyldopa, labetalol, and nifedipine. These are often available in rural health centers. It's crucial to consult your local healthcare provider before taking any medication.",Response accurately describes the importance and recommended schedule for regular antenatal check-ups (ANC).,Accuracy,fail,Antenatal & Maternal Health Care,Gynecology & Maternal Health,who_guidelines.pdf | page 159
R3,OB/GYN,10+,occasional,a7515ef3-f34a-4161-a4d3-c76a29d18990,"During pregnancy, which medicines for blood pressure are safe for me, and how can I get them if hospitals are far?","Some commonly used and relatively safe medicines for high blood pressure during pregnancy include hydralazine, alpha methyldopa, labetalol, and nifedipine. These are often available in rural health centers. It's crucial to consult your local healthcare provider before taking any medication.","Uses everyday analogies, metaphors, or local references for clarity.",Communication,fail,Antenatal & Maternal Health Care,Gynecology & Maternal Health,who_guidelines.pdf | page 159
R3,OB/GYN,10+,occasional,a7515ef3-f34a-4161-a4d3-c76a29d18990,"During pregnancy, which medicines for blood pressure are safe for me, and how can I get them if hospitals are far?","Some commonly used and relatively safe medicines for high blood pressure during pregnancy include hydralazine, alpha methyldopa, labetalol, and nifedipine. These are often available in rural health centers. It's crucial to consult your local healthcare provider before taking any medication.",Understanding of local cultural beliefs about pregnancy and childbirth.,Context Awareness,fail,Antenatal & Maternal Health Care,Gynecology & Maternal Health,who_guidelines.pdf | page 159
R3,OB/GYN,10+,occasional,a7515ef3-f34a-4161-a4d3-c76a29d18990,"During pregnancy, which medicines for blood pressure are safe for me, and how can I get them if hospitals are far?","Some commonly used and relatively safe medicines for high blood pressure during pregnancy include hydralazine, alpha methyldopa, labetalol, and nifedipine. These are often available in rural health centers. It's crucial to consult your local healthcare provider before taking any medication.","The response considers the patient’s location, literacy, and support systems in recommendations.",Context Awareness,fail,Antenatal & Maternal Health Care,Gynecology & Maternal Health,who_guidelines.pdf | page 159
R3,OB/GYN,10+,occasional,a7515ef3-f34a-4161-a4d3-c76a29d18990,"During pregnancy, which medicines for blood pressure are safe for me, and how can I get them if hospitals are far?","Some commonly used and relatively safe medicines for high blood pressure during pregnancy include hydralazine, alpha methyldopa, labetalol, and nifedipine. These are often available in rural health centers. It's crucial to consult your local healthcare provider before taking any medication.","Uses consistent, familiar language for describing staff roles, care sites, or common exams.",Terminology Accessibility,fail,Antenatal & Maternal Health Care,Gynecology & Maternal Health,who_guidelines.pdf | page 159
R3,OB/GYN,10+,occasional,a9881a5f-c2fb-4883-918d-2fa67d2574d2,How do I choose the right hospital or birthing center?,"Visit your health center in the 8th month to discuss your birth plan. Keep your hospital papers, ID, and some money ready. Pack a bag with clothes for you and your baby, sanitary pads, and soap. Arrange transport in advance and know the route to the hospital. Choose a government hospital or center with 24-hour services and emergency care. Ask your ASHA worker for help with planning. Always keep emergency numbers handy.","Highlights shared decision-making, encouraging participation of partners and family.",Context Awareness,fail,Antenatal & Maternal Health Care,Gynecology & Maternal Health,"""CDC Warning Signs, NHM Danger Signs"""
R3,OB/GYN,10+,occasional,a9881a5f-c2fb-4883-918d-2fa67d2574d2,How do I choose the right hospital or birthing center?,"Visit your health center in the 8th month to discuss your birth plan. Keep your hospital papers, ID, and some money ready. Pack a bag with clothes for you and your baby, sanitary pads, and soap. Arrange transport in advance and know the route to the hospital. Choose a government hospital or center with 24-hour services and emergency care. Ask your ASHA worker for help with planning. Always keep emergency numbers handy.",Response correctly identifies key assessments to be performed during pregnancy,Accuracy,fail,Antenatal & Maternal Health Care,Gynecology & Maternal Health,"""CDC Warning Signs, NHM Danger Signs"""
R3,OB/GYN,10+,occasional,a9881a5f-c2fb-4883-918d-2fa67d2574d2,How do I choose the right hospital or birthing center?,"Visit your health center in the 8th month to discuss your birth plan. Keep your hospital papers, ID, and some money ready. Pack a bag with clothes for you and your baby, sanitary pads, and soap. Arrange transport in advance and know the route to the hospital. Choose a government hospital or center with 24-hour services and emergency care. Ask your ASHA worker for help with planning. Always keep emergency numbers handy.",Identify community resources available for maternal health support.,Completeness,pass,Antenatal & Maternal Health Care,Gynecology & Maternal Health,"""CDC Warning Signs, NHM Danger Signs"""
R3,OB/GYN,10+,occasional,a9881a5f-c2fb-4883-918d-2fa67d2574d2,How do I choose the right hospital or birthing center?,"Visit your health center in the 8th month to discuss your birth plan. Keep your hospital papers, ID, and some money ready. Pack a bag with clothes for you and your baby, sanitary pads, and soap. Arrange transport in advance and know the route to the hospital. Choose a government hospital or center with 24-hour services and emergency care. Ask your ASHA worker for help with planning. Always keep emergency numbers handy.",Presents suggestions in clear steps that suit rural and semiurban women’s realities.,Communication,pass,Antenatal & Maternal Health Care,Gynecology & Maternal Health,"""CDC Warning Signs, NHM Danger Signs"""
R3,OB/GYN,10+,occasional,a9881a5f-c2fb-4883-918d-2fa67d2574d2,How do I choose the right hospital or birthing center?,"Visit your health center in the 8th month to discuss your birth plan. Keep your hospital papers, ID, and some money ready. Pack a bag with clothes for you and your baby, sanitary pads, and soap. Arrange transport in advance and know the route to the hospital. Choose a government hospital or center with 24-hour services and emergency care. Ask your ASHA worker for help with planning. Always keep emergency numbers handy.","Define medical abbreviations (ANC, BP, FHR) in plain language.",Terminology Accessibility,pass,Antenatal & Maternal Health Care,Gynecology & Maternal Health,"""CDC Warning Signs, NHM Danger Signs"""
R3,OB/GYN,10+,occasional,a9881a5f-c2fb-4883-918d-2fa67d2574d2,How do I choose the right hospital or birthing center?,"Visit your health center in the 8th month to discuss your birth plan. Keep your hospital papers, ID, and some money ready. Pack a bag with clothes for you and your baby, sanitary pads, and soap. Arrange transport in advance and know the route to the hospital. Choose a government hospital or center with 24-hour services and emergency care. Ask your ASHA worker for help with planning. Always keep emergency numbers handy.","Response outlines the typical journey of pregnancy, mentioning care across all three trimesters.",Completeness,fail,Antenatal & Maternal Health Care,Gynecology & Maternal Health,"""CDC Warning Signs, NHM Danger Signs"""
R3,OB/GYN,10+,occasional,a9881a5f-c2fb-4883-918d-2fa67d2574d2,How do I choose the right hospital or birthing center?,"Visit your health center in the 8th month to discuss your birth plan. Keep your hospital papers, ID, and some money ready. Pack a bag with clothes for you and your baby, sanitary pads, and soap. Arrange transport in advance and know the route to the hospital. Choose a government hospital or center with 24-hour services and emergency care. Ask your ASHA worker for help with planning. Always keep emergency numbers handy.",Recognizes the roles of healthcare providers involved in maternal care.,Accuracy,pass,Antenatal & Maternal Health Care,Gynecology & Maternal Health,"""CDC Warning Signs, NHM Danger Signs"""
R3,OB/GYN,10+,occasional,a9881a5f-c2fb-4883-918d-2fa67d2574d2,How do I choose the right hospital or birthing center?,"Visit your health center in the 8th month to discuss your birth plan. Keep your hospital papers, ID, and some money ready. Pack a bag with clothes for you and your baby, sanitary pads, and soap. Arrange transport in advance and know the route to the hospital. Choose a government hospital or center with 24-hour services and emergency care. Ask your ASHA worker for help with planning. Always keep emergency numbers handy.",Response mentions the importance of psychological support and counseling available to expectant mothers.,Completeness,fail,Antenatal & Maternal Health Care,Gynecology & Maternal Health,"""CDC Warning Signs, NHM Danger Signs"""
R3,OB/GYN,10+,occasional,a9881a5f-c2fb-4883-918d-2fa67d2574d2,How do I choose the right hospital or birthing center?,"Visit your health center in the 8th month to discuss your birth plan. Keep your hospital papers, ID, and some money ready. Pack a bag with clothes for you and your baby, sanitary pads, and soap. Arrange transport in advance and know the route to the hospital. Choose a government hospital or center with 24-hour services and emergency care. Ask your ASHA worker for help with planning. Always keep emergency numbers handy.",Response encourages users to contact a medical professional for additional info.,Communication,fail,Antenatal & Maternal Health Care,Gynecology & Maternal Health,"""CDC Warning Signs, NHM Danger Signs"""
R3,OB/GYN,10+,occasional,a9881a5f-c2fb-4883-918d-2fa67d2574d2,How do I choose the right hospital or birthing center?,"Visit your health center in the 8th month to discuss your birth plan. Keep your hospital papers, ID, and some money ready. Pack a bag with clothes for you and your baby, sanitary pads, and soap. Arrange transport in advance and know the route to the hospital. Choose a government hospital or center with 24-hour services and emergency care. Ask your ASHA worker for help with planning. Always keep emergency numbers handy.",Avoid jargon or explain all complex terms at first use.,Terminology Accessibility,pass,Antenatal & Maternal Health Care,Gynecology & Maternal Health,"""CDC Warning Signs, NHM Danger Signs"""
R3,OB/GYN,10+,occasional,a9881a5f-c2fb-4883-918d-2fa67d2574d2,How do I choose the right hospital or birthing center?,"Visit your health center in the 8th month to discuss your birth plan. Keep your hospital papers, ID, and some money ready. Pack a bag with clothes for you and your baby, sanitary pads, and soap. Arrange transport in advance and know the route to the hospital. Choose a government hospital or center with 24-hour services and emergency care. Ask your ASHA worker for help with planning. Always keep emergency numbers handy.",Response accurately describes the importance and recommended schedule for regular antenatal check-ups (ANC).,Accuracy,pass,Antenatal & Maternal Health Care,Gynecology & Maternal Health,"""CDC Warning Signs, NHM Danger Signs"""
R3,OB/GYN,10+,occasional,a9881a5f-c2fb-4883-918d-2fa67d2574d2,How do I choose the right hospital or birthing center?,"Visit your health center in the 8th month to discuss your birth plan. Keep your hospital papers, ID, and some money ready. Pack a bag with clothes for you and your baby, sanitary pads, and soap. Arrange transport in advance and know the route to the hospital. Choose a government hospital or center with 24-hour services and emergency care. Ask your ASHA worker for help with planning. Always keep emergency numbers handy.","Uses everyday analogies, metaphors, or local references for clarity.",Communication,pass,Antenatal & Maternal Health Care,Gynecology & Maternal Health,"""CDC Warning Signs, NHM Danger Signs"""
R3,OB/GYN,10+,occasional,a9881a5f-c2fb-4883-918d-2fa67d2574d2,How do I choose the right hospital or birthing center?,"Visit your health center in the 8th month to discuss your birth plan. Keep your hospital papers, ID, and some money ready. Pack a bag with clothes for you and your baby, sanitary pads, and soap. Arrange transport in advance and know the route to the hospital. Choose a government hospital or center with 24-hour services and emergency care. Ask your ASHA worker for help with planning. Always keep emergency numbers handy.",Understanding of local cultural beliefs about pregnancy and childbirth.,Context Awareness,fail,Antenatal & Maternal Health Care,Gynecology & Maternal Health,"""CDC Warning Signs, NHM Danger Signs"""
R3,OB/GYN,10+,occasional,a9881a5f-c2fb-4883-918d-2fa67d2574d2,How do I choose the right hospital or birthing center?,"Visit your health center in the 8th month to discuss your birth plan. Keep your hospital papers, ID, and some money ready. Pack a bag with clothes for you and your baby, sanitary pads, and soap. Arrange transport in advance and know the route to the hospital. Choose a government hospital or center with 24-hour services and emergency care. Ask your ASHA worker for help with planning. Always keep emergency numbers handy.","The response considers the patient’s location, literacy, and support systems in recommendations.",Context Awareness,pass,Antenatal & Maternal Health Care,Gynecology & Maternal Health,"""CDC Warning Signs, NHM Danger Signs"""
R3,OB/GYN,10+,occasional,a9881a5f-c2fb-4883-918d-2fa67d2574d2,How do I choose the right hospital or birthing center?,"Visit your health center in the 8th month to discuss your birth plan. Keep your hospital papers, ID, and some money ready. Pack a bag with clothes for you and your baby, sanitary pads, and soap. Arrange transport in advance and know the route to the hospital. Choose a government hospital or center with 24-hour services and emergency care. Ask your ASHA worker for help with planning. Always keep emergency numbers handy.","Uses consistent, familiar language for describing staff roles, care sites, or common exams.",Terminology Accessibility,pass,Antenatal & Maternal Health Care,Gynecology & Maternal Health,"""CDC Warning Signs, NHM Danger Signs"""
R3,OB/GYN,10+,occasional,aace9fa3-6deb-4225-9854-7c072f1a4b6d,I had a miscarriage before. Should I see a doctor before getting pregnant again?,"Yes, it's very important. If you had a miscarriage, your body might need extra care to prepare for a new pregnancy. A doctor can check for any issues and give you advice to increase your chances of a healthy pregnancy. They might suggest tests and suggest ways to keep you and your baby safe. Always remember, early antenatal care is crucial for a healthy pregnancy.","Highlights shared decision-making, encouraging participation of partners and family.",Context Awareness,fail,Antenatal & Maternal Health Care,Gynecology & Maternal Health,NHSRC_guidelines.pdf | page 29.0
R3,OB/GYN,10+,occasional,aace9fa3-6deb-4225-9854-7c072f1a4b6d,I had a miscarriage before. Should I see a doctor before getting pregnant again?,"Yes, it's very important. If you had a miscarriage, your body might need extra care to prepare for a new pregnancy. A doctor can check for any issues and give you advice to increase your chances of a healthy pregnancy. They might suggest tests and suggest ways to keep you and your baby safe. Always remember, early antenatal care is crucial for a healthy pregnancy.",Response correctly identifies key assessments to be performed during pregnancy,Accuracy,fail,Antenatal & Maternal Health Care,Gynecology & Maternal Health,NHSRC_guidelines.pdf | page 29.0
R3,OB/GYN,10+,occasional,aace9fa3-6deb-4225-9854-7c072f1a4b6d,I had a miscarriage before. Should I see a doctor before getting pregnant again?,"Yes, it's very important. If you had a miscarriage, your body might need extra care to prepare for a new pregnancy. A doctor can check for any issues and give you advice to increase your chances of a healthy pregnancy. They might suggest tests and suggest ways to keep you and your baby safe. Always remember, early antenatal care is crucial for a healthy pregnancy.",Identify community resources available for maternal health support.,Completeness,fail,Antenatal & Maternal Health Care,Gynecology & Maternal Health,NHSRC_guidelines.pdf | page 29.0
R3,OB/GYN,10+,occasional,aace9fa3-6deb-4225-9854-7c072f1a4b6d,I had a miscarriage before. Should I see a doctor before getting pregnant again?,"Yes, it's very important. If you had a miscarriage, your body might need extra care to prepare for a new pregnancy. A doctor can check for any issues and give you advice to increase your chances of a healthy pregnancy. They might suggest tests and suggest ways to keep you and your baby safe. Always remember, early antenatal care is crucial for a healthy pregnancy.",Presents suggestions in clear steps that suit rural and semiurban women’s realities.,Communication,pass,Antenatal & Maternal Health Care,Gynecology & Maternal Health,NHSRC_guidelines.pdf | page 29.0
R3,OB/GYN,10+,occasional,aace9fa3-6deb-4225-9854-7c072f1a4b6d,I had a miscarriage before. Should I see a doctor before getting pregnant again?,"Yes, it's very important. If you had a miscarriage, your body might need extra care to prepare for a new pregnancy. A doctor can check for any issues and give you advice to increase your chances of a healthy pregnancy. They might suggest tests and suggest ways to keep you and your baby safe. Always remember, early antenatal care is crucial for a healthy pregnancy.","Define medical abbreviations (ANC, BP, FHR) in plain language.",Terminology Accessibility,pass,Antenatal & Maternal Health Care,Gynecology & Maternal Health,NHSRC_guidelines.pdf | page 29.0
R3,OB/GYN,10+,occasional,aace9fa3-6deb-4225-9854-7c072f1a4b6d,I had a miscarriage before. Should I see a doctor before getting pregnant again?,"Yes, it's very important. If you had a miscarriage, your body might need extra care to prepare for a new pregnancy. A doctor can check for any issues and give you advice to increase your chances of a healthy pregnancy. They might suggest tests and suggest ways to keep you and your baby safe. Always remember, early antenatal care is crucial for a healthy pregnancy.","Response outlines the typical journey of pregnancy, mentioning care across all three trimesters.",Completeness,fail,Antenatal & Maternal Health Care,Gynecology & Maternal Health,NHSRC_guidelines.pdf | page 29.0
R3,OB/GYN,10+,occasional,aace9fa3-6deb-4225-9854-7c072f1a4b6d,I had a miscarriage before. Should I see a doctor before getting pregnant again?,"Yes, it's very important. If you had a miscarriage, your body might need extra care to prepare for a new pregnancy. A doctor can check for any issues and give you advice to increase your chances of a healthy pregnancy. They might suggest tests and suggest ways to keep you and your baby safe. Always remember, early antenatal care is crucial for a healthy pregnancy.",Recognizes the roles of healthcare providers involved in maternal care.,Accuracy,pass,Antenatal & Maternal Health Care,Gynecology & Maternal Health,NHSRC_guidelines.pdf | page 29.0
R3,OB/GYN,10+,occasional,aace9fa3-6deb-4225-9854-7c072f1a4b6d,I had a miscarriage before. Should I see a doctor before getting pregnant again?,"Yes, it's very important. If you had a miscarriage, your body might need extra care to prepare for a new pregnancy. A doctor can check for any issues and give you advice to increase your chances of a healthy pregnancy. They might suggest tests and suggest ways to keep you and your baby safe. Always remember, early antenatal care is crucial for a healthy pregnancy.",Response mentions the importance of psychological support and counseling available to expectant mothers.,Completeness,fail,Antenatal & Maternal Health Care,Gynecology & Maternal Health,NHSRC_guidelines.pdf | page 29.0
R3,OB/GYN,10+,occasional,aace9fa3-6deb-4225-9854-7c072f1a4b6d,I had a miscarriage before. Should I see a doctor before getting pregnant again?,"Yes, it's very important. If you had a miscarriage, your body might need extra care to prepare for a new pregnancy. A doctor can check for any issues and give you advice to increase your chances of a healthy pregnancy. They might suggest tests and suggest ways to keep you and your baby safe. Always remember, early antenatal care is crucial for a healthy pregnancy.",Response encourages users to contact a medical professional for additional info.,Communication,pass,Antenatal & Maternal Health Care,Gynecology & Maternal Health,NHSRC_guidelines.pdf | page 29.0
R3,OB/GYN,10+,occasional,aace9fa3-6deb-4225-9854-7c072f1a4b6d,I had a miscarriage before. Should I see a doctor before getting pregnant again?,"Yes, it's very important. If you had a miscarriage, your body might need extra care to prepare for a new pregnancy. A doctor can check for any issues and give you advice to increase your chances of a healthy pregnancy. They might suggest tests and suggest ways to keep you and your baby safe. Always remember, early antenatal care is crucial for a healthy pregnancy.",Avoid jargon or explain all complex terms at first use.,Terminology Accessibility,pass,Antenatal & Maternal Health Care,Gynecology & Maternal Health,NHSRC_guidelines.pdf | page 29.0
R3,OB/GYN,10+,occasional,aace9fa3-6deb-4225-9854-7c072f1a4b6d,I had a miscarriage before. Should I see a doctor before getting pregnant again?,"Yes, it's very important. If you had a miscarriage, your body might need extra care to prepare for a new pregnancy. A doctor can check for any issues and give you advice to increase your chances of a healthy pregnancy. They might suggest tests and suggest ways to keep you and your baby safe. Always remember, early antenatal care is crucial for a healthy pregnancy.",Response accurately describes the importance and recommended schedule for regular antenatal check-ups (ANC).,Accuracy,fail,Antenatal & Maternal Health Care,Gynecology & Maternal Health,NHSRC_guidelines.pdf | page 29.0
R3,OB/GYN,10+,occasional,aace9fa3-6deb-4225-9854-7c072f1a4b6d,I had a miscarriage before. Should I see a doctor before getting pregnant again?,"Yes, it's very important. If you had a miscarriage, your body might need extra care to prepare for a new pregnancy. A doctor can check for any issues and give you advice to increase your chances of a healthy pregnancy. They might suggest tests and suggest ways to keep you and your baby safe. Always remember, early antenatal care is crucial for a healthy pregnancy.","Uses everyday analogies, metaphors, or local references for clarity.",Communication,fail,Antenatal & Maternal Health Care,Gynecology & Maternal Health,NHSRC_guidelines.pdf | page 29.0
R3,OB/GYN,10+,occasional,aace9fa3-6deb-4225-9854-7c072f1a4b6d,I had a miscarriage before. Should I see a doctor before getting pregnant again?,"Yes, it's very important. If you had a miscarriage, your body might need extra care to prepare for a new pregnancy. A doctor can check for any issues and give you advice to increase your chances of a healthy pregnancy. They might suggest tests and suggest ways to keep you and your baby safe. Always remember, early antenatal care is crucial for a healthy pregnancy.",Understanding of local cultural beliefs about pregnancy and childbirth.,Context Awareness,fail,Antenatal & Maternal Health Care,Gynecology & Maternal Health,NHSRC_guidelines.pdf | page 29.0
R3,OB/GYN,10+,occasional,aace9fa3-6deb-4225-9854-7c072f1a4b6d,I had a miscarriage before. Should I see a doctor before getting pregnant again?,"Yes, it's very important. If you had a miscarriage, your body might need extra care to prepare for a new pregnancy. A doctor can check for any issues and give you advice to increase your chances of a healthy pregnancy. They might suggest tests and suggest ways to keep you and your baby safe. Always remember, early antenatal care is crucial for a healthy pregnancy.","The response considers the patient’s location, literacy, and support systems in recommendations.",Context Awareness,fail,Antenatal & Maternal Health Care,Gynecology & Maternal Health,NHSRC_guidelines.pdf | page 29.0
R3,OB/GYN,10+,occasional,aace9fa3-6deb-4225-9854-7c072f1a4b6d,I had a miscarriage before. Should I see a doctor before getting pregnant again?,"Yes, it's very important. If you had a miscarriage, your body might need extra care to prepare for a new pregnancy. A doctor can check for any issues and give you advice to increase your chances of a healthy pregnancy. They might suggest tests and suggest ways to keep you and your baby safe. Always remember, early antenatal care is crucial for a healthy pregnancy.","Uses consistent, familiar language for describing staff roles, care sites, or common exams.",Terminology Accessibility,fail,Antenatal & Maternal Health Care,Gynecology & Maternal Health,NHSRC_guidelines.pdf | page 29.0
